Date,Asset_ID,Daily_Degradation,Cumulative_Degradation,AHI_Predicted,Power_kWh,Model,Role
2025-08-30,FCU_04,0.09805357,20.8948,51.0752,5.3854,RF,train
2025-08-31,FCU_04,0.09621876,20.991,50.979,5.2004,RF,train
2025-09-01,FCU_04,0.09663517,21.0877,50.8823,5.2382,RF,train
2025-09-02,FCU_04,0.09627223,21.184,50.786,5.1654,RF,train
2025-09-03,FCU_04,0.09624133,21.2802,50.6898,5.1773,RF,train
2025-09-04,FCU_04,0.09414266,21.3743,50.5957,5.0526,RF,train
2025-09-05,FCU_04,0.09357234,21.4679,50.5021,5.0561,RF,train
2025-09-06,FCU_04,0.09421058,21.5621,50.4079,5.0762,RF,train
2025-09-07,FCU_04,0.09255429,21.6547,50.3153,4.9738,RF,train
2025-09-08,FCU_04,0.09278085,21.7475,50.2225,4.989,RF,train
2025-09-09,FCU_04,0.09036657,21.8378,50.1322,4.8034,RF,train
2025-09-10,FCU_04,0.0904078,21.9282,50.0418,4.8685,RF,train
2025-09-11,FCU_04,0.08852186,22.0167,49.9533,4.829,RF,train
2025-09-12,FCU_04,0.08818643,22.1049,49.8651,4.7504,RF,train
2025-09-13,FCU_04,0.08736755,22.1923,49.7777,4.6566,RF,train
2025-09-14,FCU_04,0.08534121,22.2776,49.6924,4.5079,RF,train
2025-09-15,FCU_04,0.08607436,22.3637,49.6063,4.6203,RF,train
2025-09-16,FCU_04,0.08552918,22.4492,49.5208,4.5368,RF,train
2025-09-17,FCU_04,0.08464759,22.5339,49.4361,4.5,RF,train
2025-09-18,FCU_04,0.08486934,22.6188,49.3512,4.4932,RF,train
2025-09-19,FCU_04,0.08359319,22.7024,49.2676,4.4047,RF,train
2025-09-20,FCU_04,0.08288241,22.7852,49.1848,4.3688,RF,train
2025-09-21,FCU_04,0.08398618,22.8692,49.1008,4.4814,RF,train
2025-09-22,FCU_04,0.08000849,22.9492,49.0208,4.1825,RF,train
2025-09-23,FCU_04,0.08184545,23.0311,48.9389,4.3211,RF,train
2025-09-24,FCU_04,0.0783056,23.1094,48.8606,4.1,RF,train
2025-09-25,FCU_04,0.07759529,23.187,48.783,4.0929,RF,train
2025-09-26,FCU_04,0.07802512,23.265,48.705,4.1184,RF,train
2025-09-27,FCU_04,0.07803066,23.343,48.627,4.1613,RF,train
2025-09-28,FCU_04,0.07720037,23.4202,48.5498,4.0183,RF,train
2025-09-29,FCU_04,0.07476692,23.495,48.475,4.0103,RF,train
2025-09-30,FCU_04,0.07368873,23.5687,48.4013,3.8938,RF,train
2025-10-01,FCU_04,0.07340573,23.6421,48.3279,3.8359,RF,train
2025-10-02,FCU_04,0.07321887,23.7153,48.2547,3.8803,RF,train
2025-10-03,FCU_04,0.07211438,23.7874,48.1826,3.747,RF,train
2025-10-04,FCU_04,0.07297483,23.8604,48.1096,3.864,RF,train
2025-10-05,FCU_04,0.07062347,23.931,48.039,3.6562,RF,train
2025-10-06,FCU_04,0.07024786,24.0013,47.9687,3.6382,RF,train
2025-10-07,FCU_04,0.07079159,24.0721,47.8979,3.7002,RF,train
2025-10-08,FCU_04,0.0706681,24.1427,47.8273,3.7357,RF,train
2025-10-09,FCU_04,0.06895114,24.2117,47.7583,3.5304,RF,train
2025-10-10,FCU_04,0.06782816,24.2795,47.6905,3.4994,RF,train
2025-10-11,FCU_04,0.06808293,24.3476,47.6224,3.5551,RF,train
2025-10-12,FCU_04,0.06704385,24.4146,47.5554,3.4155,RF,train
2025-10-13,FCU_04,0.06690994,24.4816,47.4884,3.4964,RF,train
2025-10-14,FCU_04,0.06618747,24.5477,47.4223,3.4187,RF,train
2025-10-15,FCU_04,0.06403153,24.6118,47.3582,3.3038,RF,train
2025-10-16,FCU_04,0.06419606,24.676,47.294,3.2693,RF,train
2025-10-17,FCU_04,0.06020917,24.7362,47.2338,3.0857,RF,train
2025-10-18,FCU_04,0.06384294,24.8,47.17,3.2975,RF,train
2025-10-19,FCU_04,0.06215361,24.8622,47.1078,3.1781,RF,train
2025-10-20,FCU_04,0.05965334,24.9218,47.0482,3.1015,RF,train
2025-10-21,FCU_04,0.05962867,24.9815,46.9885,3.0468,RF,train
2025-10-22,FCU_04,0.06001008,25.0415,46.9285,3.0826,RF,train
2025-10-23,FCU_04,0.05984873,25.1013,46.8687,2.9865,RF,train
2025-10-24,FCU_04,0.05941975,25.1607,46.8093,3.0313,RF,train
2025-10-25,FCU_04,0.05918471,25.2199,46.7501,2.9787,RF,train
2025-10-26,FCU_04,0.05933793,25.2793,46.6907,2.945,RF,train
2025-10-27,FCU_04,0.05523883,25.3345,46.6355,2.7856,RF,train
2025-10-28,FCU_04,0.05627661,25.3908,46.5792,2.8767,RF,train
2025-10-29,FCU_04,0.05513752,25.4459,46.5241,2.7805,RF,train
2025-10-30,FCU_04,0.0571444,25.5031,46.4669,2.9277,RF,train
2025-10-31,FCU_04,0.05238413,25.5554,46.4146,2.7367,RF,train
2025-11-01,FCU_04,0.05090502,25.6063,46.3637,2.5582,RF,train
2025-11-02,FCU_04,0.05393702,25.6603,46.3097,2.8943,RF,train
2025-11-03,FCU_04,0.05020381,25.7105,46.2595,2.5709,RF,train
2025-11-04,FCU_04,0.0514349,25.7619,46.2081,2.6134,RF,train
2025-11-05,FCU_04,0.05031163,25.8122,46.1578,2.5543,RF,train
2025-11-06,FCU_04,0.04928856,25.8615,46.1085,2.4468,RF,train
2025-11-07,FCU_04,0.050184,25.9117,46.0583,2.5287,RF,train
2025-11-08,FCU_04,0.04877497,25.9605,46.0095,2.475,RF,train
2025-11-09,FCU_04,0.04791856,26.0084,45.9616,2.4042,RF,train
2025-11-10,FCU_04,0.04731195,26.0557,45.9143,2.3747,RF,train
2025-11-11,FCU_04,0.04780016,26.1035,45.8665,2.395,RF,train
2025-11-12,FCU_04,0.04486497,26.1484,45.8216,2.2048,RF,train
2025-11-13,FCU_04,0.04780732,26.1962,45.7738,2.3992,RF,train
2025-11-14,FCU_04,0.0472894,26.2435,45.7265,2.3721,RF,train
2025-11-15,FCU_04,0.0452678,26.2887,45.6813,2.2359,RF,train
2025-11-16,FCU_04,0.04725025,26.336,45.634,2.3817,RF,train
2025-11-17,FCU_04,0.04340641,26.3794,45.5906,2.1341,RF,train
2025-11-18,FCU_04,0.04471354,26.4241,45.5459,2.2495,RF,train
2025-11-19,FCU_04,0.04293301,26.467,45.503,2.0643,RF,train
2025-11-20,FCU_04,0.04451411,26.5116,45.4584,2.2665,RF,train
2025-11-21,FCU_04,0.04333639,26.5549,45.4151,2.1477,RF,train
2025-11-22,FCU_04,0.04152133,26.5964,45.3736,2.0591,RF,train
2025-11-23,FCU_04,0.04257532,26.639,45.331,2.1019,RF,train
2025-11-24,FCU_04,0.04208296,26.6811,45.2889,2.0789,RF,train
2025-11-25,FCU_04,0.04099587,26.7221,45.2479,2.0097,RF,train
2025-11-26,FCU_04,0.04354569,26.7656,45.2044,2.1369,RF,train
2025-11-27,FCU_04,0.04143,26.807,45.163,2.0426,RF,train
2025-11-28,FCU_04,0.03876844,26.8458,45.1242,1.8571,RF,train
2025-11-29,FCU_04,0.03877333,26.8846,45.0854,1.8886,RF,train
2025-11-30,FCU_04,0.04013082,26.9247,45.0453,1.9688,RF,train
2025-12-01,FCU_04,0.04262549,26.9673,45.0027,2.1085,RF,train
2025-12-02,FCU_04,0.03934818,27.0067,44.9633,1.9199,RF,train
2025-12-03,FCU_04,0.04130494,27.048,44.922,2.0289,RF,train
2025-12-04,FCU_04,0.04386934,27.0919,44.8781,1.939,RF,train
2025-12-05,FCU_04,0.03914231,27.131,44.839,1.9055,RF,train
2025-12-06,FCU_04,0.03903859,27.17,44.8,1.9046,RF,train
2025-12-07,FCU_04,0.03763549,27.2077,44.7623,1.8124,RF,train
2025-12-08,FCU_04,0.04138275,27.2491,44.7209,2.031,RF,train
2025-12-09,FCU_04,0.04134831,27.2904,44.6796,2.024,RF,train
2025-12-10,FCU_04,0.03767107,27.3281,44.6419,1.8304,RF,train
2025-12-11,FCU_04,0.03868077,27.3668,44.6032,1.8642,RF,train
2025-12-12,FCU_04,0.03554602,27.4023,44.5677,1.698,RF,train
2025-12-13,FCU_04,0.03995326,27.4423,44.5277,1.9315,RF,train
2025-12-14,FCU_04,0.0368085,27.4791,44.4909,1.7684,RF,train
2025-12-15,FCU_04,0.03934384,27.5184,44.4516,1.914,RF,train
2025-12-16,FCU_04,0.04032858,27.5587,44.4113,1.9629,RF,train
2025-12-17,FCU_04,0.03768212,27.5964,44.3736,1.7981,RF,train
2025-12-18,FCU_04,0.03622317,27.6327,44.3373,1.7447,RF,train
2025-12-19,FCU_04,0.03914457,27.6718,44.2982,1.9037,RF,train
2025-12-20,FCU_04,0.0402309,27.712,44.258,1.9426,RF,train
2025-12-21,FCU_04,0.03766299,27.7497,44.2203,1.8232,RF,train
2025-12-22,FCU_04,0.03549523,27.7852,44.1848,1.6571,RF,train
2025-12-23,FCU_04,0.03768187,27.8229,44.1471,1.8171,RF,train
2025-12-24,FCU_04,0.0389215,27.8618,44.1082,1.8996,RF,train
2025-12-25,FCU_04,0.03831284,27.9001,44.0699,1.8428,RF,train
2025-12-26,FCU_04,0.03671388,27.9368,44.0332,1.7595,RF,train
2025-12-27,FCU_04,0.03740624,27.9742,43.9958,1.7822,RF,train
2025-12-28,FCU_04,0.0390106,28.0132,43.9568,1.866,RF,train
2025-12-29,FCU_04,0.04028517,28.0535,43.9165,1.9287,RF,train
2025-12-30,FCU_04,0.03915435,28.0927,43.8773,1.8831,RF,train
2025-12-31,FCU_04,0.03838562,28.1311,43.8389,1.7916,RF,train
2025-01-01,FCU_05,0.04030779,0.0403,59.9297,1.9861,RF,train
2025-01-02,FCU_05,0.04038595,0.0807,59.8893,1.9854,RF,train
2025-01-03,FCU_05,0.04051809,0.1212,59.8488,1.9233,RF,train
2025-01-04,FCU_05,0.04062651,0.1618,59.8082,2.0025,RF,train
2025-01-05,FCU_05,0.04169488,0.2035,59.7665,2.0495,RF,train
2025-01-06,FCU_05,0.04212856,0.2457,59.7243,2.0791,RF,train
2025-01-07,FCU_05,0.04127047,0.2869,59.6831,2.0149,RF,train
2025-01-08,FCU_05,0.04058729,0.3275,59.6425,1.9426,RF,train
2025-01-09,FCU_05,0.04196741,0.3695,59.6005,2.0488,RF,train
2025-01-10,FCU_05,0.04041874,0.4099,59.5601,1.9025,RF,train
2025-01-11,FCU_05,0.04182961,0.4517,59.5183,2.0552,RF,train
2025-01-12,FCU_05,0.04247565,0.4942,59.4758,2.0913,RF,train
2025-01-13,FCU_05,0.04252327,0.5367,59.4333,2.0858,RF,train
2025-01-14,FCU_05,0.0423823,0.5791,59.3909,2.0539,RF,train
2025-01-15,FCU_05,0.0415282,0.6206,59.3494,2.0172,RF,train
2025-01-16,FCU_05,0.04260105,0.6632,59.3068,2.1136,RF,train
2025-01-17,FCU_05,0.04569345,0.7089,59.2611,2.193,RF,train
2025-01-18,FCU_05,0.04658022,0.7555,59.2145,2.2543,RF,train
2025-01-19,FCU_05,0.04530372,0.8008,59.1692,2.0635,RF,train
2025-01-20,FCU_05,0.04669313,0.8475,59.1225,2.2899,RF,train
2025-01-21,FCU_05,0.04751092,0.895,59.075,2.3157,RF,train
2025-01-22,FCU_05,0.04746295,0.9425,59.0275,2.2959,RF,train
2025-01-23,FCU_05,0.04855569,0.991,58.979,2.3625,RF,train
2025-01-24,FCU_05,0.04875394,1.0398,58.9302,2.3442,RF,train
2025-01-25,FCU_05,0.04941621,1.0892,58.8808,2.4056,RF,train
2025-01-26,FCU_05,0.04789626,1.1371,58.8329,2.2674,RF,train
2025-01-27,FCU_05,0.04894271,1.1861,58.7839,2.3468,RF,train
2025-01-28,FCU_05,0.04969631,1.2358,58.7342,2.3833,RF,train
2025-01-29,FCU_05,0.05167999,1.2874,58.6826,2.5186,RF,train
2025-01-30,FCU_05,0.05224197,1.3397,58.6303,2.5262,RF,train
2025-01-31,FCU_05,0.05459582,1.3943,58.5757,2.6552,RF,train
2025-02-01,FCU_05,0.05504059,1.4493,58.5207,2.6285,RF,train
2025-02-02,FCU_05,0.05563298,1.5049,58.4651,2.5757,RF,train
2025-02-03,FCU_05,0.05832753,1.5633,58.4067,2.6201,RF,train
2025-02-04,FCU_05,0.05844952,1.6217,58.3483,2.6651,RF,train
2025-02-05,FCU_05,0.05847952,1.6802,58.2898,2.7514,RF,train
2025-02-06,FCU_05,0.06065523,1.7409,58.2291,2.9292,RF,train
2025-02-07,FCU_05,0.0591919,1.8,58.17,2.7346,RF,train
2025-02-08,FCU_05,0.06078846,1.8608,58.1092,2.816,RF,train
2025-02-09,FCU_05,0.06037744,1.9212,58.0488,2.7831,RF,train
2025-02-10,FCU_05,0.0608558,1.9821,57.9879,2.8763,RF,train
2025-02-11,FCU_05,0.05992333,2.042,57.928,2.7853,RF,train
2025-02-12,FCU_05,0.06286666,2.1049,57.8651,2.9443,RF,train
2025-02-13,FCU_05,0.06283001,2.1677,57.8023,2.9278,RF,train
2025-02-14,FCU_05,0.06352065,2.2312,57.7388,3.0355,RF,train
2025-02-15,FCU_05,0.06379417,2.295,57.675,2.9583,RF,train
2025-02-16,FCU_05,0.06827675,2.3633,57.6067,3.267,RF,train
2025-02-17,FCU_05,0.06755439,2.4308,57.5392,3.1635,RF,train
2025-02-18,FCU_05,0.06926025,2.5001,57.4699,3.2894,RF,train
2025-02-19,FCU_05,0.06863933,2.5687,57.4013,3.2239,RF,train
2025-02-20,FCU_05,0.06769467,2.6364,57.3336,3.1226,RF,train
2025-02-21,FCU_05,0.06891065,2.7053,57.2647,3.2192,RF,train
2025-02-22,FCU_05,0.07318465,2.7785,57.1915,3.4144,RF,train
2025-02-23,FCU_05,0.07296583,2.8515,57.1185,3.3547,RF,train
2025-02-24,FCU_05,0.07333755,2.9248,57.0452,3.3585,RF,train
2025-02-25,FCU_05,0.07309266,2.9979,56.9721,3.5354,RF,train
2025-02-26,FCU_05,0.07586904,3.0738,56.8962,3.4409,RF,train
2025-02-27,FCU_05,0.07581806,3.1496,56.8204,3.4561,RF,train
2025-02-28,FCU_05,0.07789489,3.2275,56.7425,3.616,RF,train
2025-03-01,FCU_05,0.07757685,3.3051,56.6649,3.5698,RF,train
2025-03-02,FCU_05,0.07951037,3.3846,56.5854,3.6956,RF,train
2025-03-03,FCU_05,0.08039841,3.465,56.505,3.7476,RF,train
2025-03-04,FCU_05,0.08006539,3.5451,56.4249,3.6599,RF,train
2025-03-05,FCU_05,0.08199111,3.627,56.343,3.7956,RF,train
2025-03-06,FCU_05,0.08411776,3.7112,56.2588,3.8745,RF,train
2025-03-07,FCU_05,0.08455433,3.7957,56.1743,3.9163,RF,train
2025-03-08,FCU_05,0.08438027,3.8801,56.0899,3.8514,RF,train
2025-03-09,FCU_05,0.08451318,3.9646,56.0054,3.9854,RF,train
2025-03-10,FCU_05,0.08586458,4.0505,55.9195,3.9016,RF,train
2025-03-11,FCU_05,0.0878287,4.1383,55.8317,4.0178,RF,train
2025-03-12,FCU_05,0.09082338,4.2291,55.7409,4.1856,RF,train
2025-03-13,FCU_05,0.09179508,4.3209,55.6491,4.1662,RF,train
2025-03-14,FCU_05,0.09098173,4.4119,55.5581,4.1263,RF,train
2025-03-15,FCU_05,0.0915693,4.5035,55.4665,4.148,RF,train
2025-03-16,FCU_05,0.09397448,4.5974,55.3726,4.344,RF,train
2025-03-17,FCU_05,0.09480682,4.6923,55.2777,4.2386,RF,train
2025-03-18,FCU_05,0.09472861,4.787,55.183,4.2708,RF,train
2025-03-19,FCU_05,0.09503883,4.882,55.088,4.3307,RF,train
2025-03-20,FCU_05,0.09756424,4.9796,54.9904,4.4734,RF,train
2025-03-21,FCU_05,0.09914824,5.0787,54.8913,4.5693,RF,train
2025-03-22,FCU_05,0.0991595,5.1779,54.7921,4.4371,RF,train
2025-03-23,FCU_05,0.09949026,5.2774,54.6926,4.4913,RF,train
2025-03-24,FCU_05,0.10160484,5.379,54.591,4.5441,RF,train
2025-03-25,FCU_05,0.10887697,5.4879,54.4821,4.7258,RF,train
2025-03-26,FCU_05,0.11042304,5.5983,54.3717,4.7166,RF,train
2025-03-27,FCU_05,0.10697907,5.7053,54.2647,4.6781,RF,train
2025-03-28,FCU_05,0.10935446,5.8146,54.1554,5.0037,RF,train
2025-03-29,FCU_05,0.11244678,5.9271,54.0429,5.0251,RF,train
2025-03-30,FCU_05,0.1097274,6.0368,53.9332,4.8538,RF,train
2025-03-31,FCU_05,0.11117046,6.148,53.822,5.0152,RF,train
2025-04-01,FCU_05,0.11267111,6.2606,53.7094,5.1253,RF,train
2025-04-02,FCU_05,0.1140752,6.3747,53.5953,5.0013,RF,train
2025-04-03,FCU_05,0.11418923,6.4889,53.4811,5.0785,RF,train
2025-04-04,FCU_05,0.11646035,6.6054,53.3646,5.0884,RF,train
2025-04-05,FCU_05,0.11973899,6.7251,53.2449,5.2148,RF,train
2025-04-06,FCU_05,0.11911409,6.8442,53.1258,5.212,RF,train
2025-04-07,FCU_05,0.12216418,6.9664,53.0036,5.3752,RF,train
2025-04-08,FCU_05,0.1232113,7.0896,52.8804,5.4209,RF,train
2025-04-09,FCU_05,0.1235578,7.2131,52.7569,5.3379,RF,train
2025-04-10,FCU_05,0.12490206,7.3381,52.6319,5.42,RF,train
2025-04-11,FCU_05,0.12549282,7.4635,52.5065,5.3596,RF,train
2025-04-12,FCU_05,0.12664155,7.5902,52.3798,5.4479,RF,train
2025-04-13,FCU_05,0.12702269,7.7172,52.2528,5.6231,RF,train
2025-04-14,FCU_05,0.1278683,7.8451,52.1249,5.6847,RF,train
2025-04-15,FCU_05,0.12804294,7.9731,51.9969,5.5955,RF,train
2025-04-16,FCU_05,0.1298413,8.103,51.867,5.6644,RF,train
2025-04-17,FCU_05,0.13092316,8.2339,51.7361,5.7241,RF,train
2025-04-18,FCU_05,0.13048091,8.3644,51.6056,5.7738,RF,train
2025-04-19,FCU_05,0.1322198,8.4966,51.4734,5.8548,RF,train
2025-04-20,FCU_05,0.13409254,8.6307,51.3393,5.8467,RF,train
2025-04-21,FCU_05,0.13434917,8.765,51.205,5.9331,RF,train
2025-04-22,FCU_05,0.13488173,8.8999,51.0701,5.9917,RF,train
2025-04-23,FCU_05,0.1355272,9.0354,50.9346,6.0222,RF,train
2025-04-24,FCU_05,0.13441767,9.1699,50.8001,5.8322,RF,train
2025-04-25,FCU_05,0.13622724,9.3061,50.6639,5.9022,RF,train
2025-04-26,FCU_05,0.14007927,9.4462,50.5238,6.0946,RF,train
2025-04-27,FCU_05,0.14012288,9.5863,50.3837,6.1466,RF,train
2025-04-28,FCU_05,0.13791445,9.7242,50.2458,6.188,RF,train
2025-04-29,FCU_05,0.14221953,9.8664,50.1036,6.0677,RF,train
2025-04-30,FCU_05,0.14229896,10.0087,49.9613,6.1732,RF,train
2025-05-01,FCU_05,0.14238908,10.1511,49.8189,6.1847,RF,train
2025-05-02,FCU_05,0.14393534,10.295,49.675,6.2753,RF,train
2025-05-03,FCU_05,0.14410183,10.4391,49.5309,6.2892,RF,train
2025-05-04,FCU_05,0.14589185,10.585,49.385,6.2468,RF,train
2025-05-05,FCU_05,0.14867722,10.7337,49.2363,6.4342,RF,train
2025-05-06,FCU_05,0.14901281,10.8827,49.0873,6.4732,RF,train
2025-05-07,FCU_05,0.14944685,11.0322,48.9378,6.3577,RF,train
2025-05-08,FCU_05,0.15040202,11.1826,48.7874,6.4218,RF,train
2025-05-09,FCU_05,0.15133823,11.3339,48.6361,6.5258,RF,train
2025-05-10,FCU_05,0.15098959,11.4849,48.4851,6.5182,RF,train
2025-05-11,FCU_05,0.15154627,11.6364,48.3336,6.5711,RF,train
2025-05-12,FCU_05,0.1530242,11.7895,48.1805,6.6375,RF,train
2025-05-13,FCU_05,0.15388711,11.9434,48.0266,6.6079,RF,train
2025-05-14,FCU_05,0.15419362,12.0976,47.8724,6.5971,RF,train
2025-05-15,FCU_05,0.15505205,12.2526,47.7174,6.6645,RF,train
2025-05-16,FCU_05,0.15631081,12.4089,47.5611,6.6865,RF,train
2025-05-17,FCU_05,0.15789043,12.5668,47.4032,6.7864,RF,train
2025-05-18,FCU_05,0.15750918,12.7243,47.2457,6.7748,RF,train
2025-05-19,FCU_05,0.15707362,12.8814,47.0886,6.6946,RF,train
2025-05-20,FCU_05,0.15906725,13.0405,46.9295,6.8219,RF,train
2025-05-21,FCU_05,0.16239741,13.2029,46.7671,6.8808,RF,train
2025-05-22,FCU_05,0.16388784,13.3667,46.6033,6.979,RF,train
2025-05-23,FCU_05,0.15961936,13.5264,46.4436,6.7132,RF,train
2025-05-24,FCU_05,0.16153819,13.6879,46.2821,6.9103,RF,train
2025-05-25,FCU_05,0.16152362,13.8494,46.1206,6.8462,RF,train
2025-05-26,FCU_05,0.16195849,14.0114,45.9586,6.8974,RF,train
2025-05-27,FCU_05,0.16515164,14.1765,45.7935,7.0903,RF,train
2025-05-28,FCU_05,0.16539879,14.3419,45.6281,7.0073,RF,train
2025-05-29,FCU_05,0.16416524,14.5061,45.4639,6.988,RF,train
2025-05-30,FCU_05,0.16514368,14.6712,45.2988,6.9335,RF,train
2025-05-31,FCU_05,0.16583493,14.8371,45.1329,7.0011,RF,train
2025-06-01,FCU_05,0.16652389,15.0036,44.9664,7.05,RF,train
2025-06-02,FCU_05,0.16687829,15.1705,44.7995,6.9758,RF,train
2025-06-03,FCU_05,0.16881017,15.3393,44.6307,7.1438,RF,train
2025-06-04,FCU_05,0.16900349,15.5083,44.4617,7.166,RF,train
2025-06-05,FCU_05,0.16764025,15.6759,44.2941,7.0274,RF,train
2025-06-06,FCU_05,0.1704074,15.8463,44.1237,7.2114,RF,train
2025-06-07,FCU_05,0.16936676,16.0157,43.9543,7.1346,RF,train
2025-06-08,FCU_05,0.16852603,16.1842,43.7858,7.0508,RF,train
2025-06-09,FCU_05,0.17077403,16.355,43.615,7.197,RF,train
2025-06-10,FCU_05,0.17110629,16.5261,43.4439,7.146,RF,train
2025-06-11,FCU_05,0.17092077,16.697,43.273,7.1474,RF,train
2025-06-12,FCU_05,0.17130945,16.8683,43.1017,7.1921,RF,train
2025-06-13,FCU_05,0.17135023,17.0397,42.9303,7.2049,RF,train
2025-06-14,FCU_05,0.17027075,17.21,42.76,7.1005,RF,train
2025-06-15,FCU_05,0.17122962,17.3812,42.5888,7.1032,RF,train
2025-06-16,FCU_05,0.17105717,17.5522,42.4178,7.1468,RF,train
2025-06-17,FCU_05,0.17013551,17.7224,42.2476,7.0774,RF,train
2025-06-18,FCU_05,0.17076589,17.8931,42.0769,7.1195,RF,train
2025-06-19,FCU_05,0.1726964,18.0658,41.9042,7.2089,RF,train
2025-06-20,FCU_05,0.17488455,18.2407,41.7293,7.2829,RF,train
2025-06-21,FCU_05,0.17497759,18.4157,41.5543,7.2234,RF,train
2025-06-22,FCU_05,0.17500781,18.5907,41.3793,7.2387,RF,train
2025-06-23,FCU_05,0.17499342,18.7657,41.2043,7.2818,RF,train
2025-06-24,FCU_05,0.17150606,18.9372,41.0328,7.0954,RF,train
2025-06-25,FCU_05,0.17492333,19.1121,40.8579,7.2838,RF,train
2025-06-26,FCU_05,0.17504049,19.2872,40.6828,7.2311,RF,train
2025-06-27,FCU_05,0.17115917,19.4583,40.5117,7.0183,RF,train
2025-06-28,FCU_05,0.17225274,19.6306,40.3394,7.165,RF,train
2025-06-29,FCU_05,0.17349173,19.8041,40.1659,7.1859,RF,train
2025-06-30,FCU_05,0.16994179,19.974,39.996,6.9528,RF,train
2025-07-01,FCU_05,0.1726268,20.1467,39.8233,7.1239,RF,train
2025-07-02,FCU_05,0.1702811,20.3169,39.6531,6.98,RF,train
2025-07-03,FCU_05,0.17516817,20.4921,39.4779,7.2232,RF,train
2025-07-04,FCU_05,0.17202033,20.6641,39.3059,7.0619,RF,train
2025-07-05,FCU_05,0.17327628,20.8374,39.1326,7.1352,RF,train
2025-07-06,FCU_05,0.17518375,21.0126,38.9574,7.2257,RF,train
2025-07-07,FCU_05,0.17314251,21.1857,38.7843,7.1026,RF,train
2025-07-08,FCU_05,0.17165025,21.3574,38.6126,7.0274,RF,train
2025-07-09,FCU_05,0.17206501,21.5294,38.4406,7.0631,RF,train
2025-07-10,FCU_05,0.17229052,21.7017,38.2683,7.0647,RF,train
2025-07-11,FCU_05,0.1700389,21.8718,38.0982,6.9158,RF,train
2025-07-12,FCU_05,0.17141463,22.0432,37.9268,7.0157,RF,train
2025-07-13,FCU_05,0.16998675,22.2132,37.7568,6.9193,RF,train
2025-07-14,FCU_05,0.16886917,22.382,37.588,6.8044,RF,train
2025-07-15,FCU_05,0.17030797,22.5523,37.4177,6.9097,RF,train
2025-07-16,FCU_05,0.17019047,22.7225,37.2475,6.9365,RF,train
2025-07-17,FCU_05,0.17114198,22.8937,37.0763,6.9705,RF,train
2025-07-18,FCU_05,0.16810144,23.0618,36.9082,6.7892,RF,train
2025-07-19,FCU_05,0.16853214,23.2303,36.7397,6.8069,RF,train
2025-07-20,FCU_05,0.16806005,23.3984,36.5716,6.7445,RF,train
2025-07-21,FCU_05,0.17073575,23.5691,36.4009,6.9622,RF,train
2025-07-22,FCU_05,0.16873309,23.7378,36.2322,6.8267,RF,train
2025-07-23,FCU_05,0.16785264,23.9057,36.0643,6.6655,RF,train
2025-07-24,FCU_05,0.1706359,24.0763,35.8937,6.943,RF,train
2025-07-25,FCU_05,0.16608084,24.2424,35.7276,6.6562,RF,train
2025-07-26,FCU_05,0.16436072,24.4068,35.5632,6.5953,RF,train
2025-07-27,FCU_05,0.16598571,24.5728,35.3972,6.7238,RF,train
2025-07-28,FCU_05,0.16705725,24.7398,35.2302,6.7575,RF,train
2025-07-29,FCU_05,0.16528526,24.9051,35.0649,6.6421,RF,train
2025-07-30,FCU_05,0.16461153,25.0697,34.9003,6.5716,RF,train
2025-07-31,FCU_05,0.16556003,25.2353,34.7347,6.6421,RF,train
2025-08-01,FCU_05,0.16268793,25.398,34.572,6.4753,RF,train
2025-08-02,FCU_05,0.16374167,25.5617,34.4083,6.5969,RF,train
2025-08-03,FCU_05,0.16306679,25.7248,34.2452,6.4455,RF,train
2025-08-04,FCU_05,0.16208079,25.8868,34.0832,6.4583,RF,train
2025-08-05,FCU_05,0.16140346,26.0483,33.9217,6.4553,RF,train
2025-08-06,FCU_05,0.16139154,26.2096,33.7604,6.4165,RF,train
2025-08-07,FCU_05,0.15886695,26.3685,33.6015,6.2916,RF,train
2025-08-08,FCU_05,0.15936171,26.5279,33.4421,6.2546,RF,train
2025-08-09,FCU_05,0.15917562,26.687,33.283,6.3501,RF,train
2025-08-10,FCU_05,0.15828459,26.8453,33.1247,6.3387,RF,train
2025-08-11,FCU_05,0.15588897,27.0012,32.9688,6.2195,RF,train
2025-08-12,FCU_05,0.15566328,27.1569,32.8131,6.2476,RF,train
2025-08-13,FCU_05,0.15397444,27.3109,32.6591,6.1212,RF,train
2025-08-14,FCU_05,0.15245344,27.4633,32.5067,6.1438,RF,train
2025-08-15,FCU_05,0.14971271,27.613,32.357,6.1027,RF,train
2025-08-16,FCU_05,0.15118803,27.7642,32.2058,5.9306,RF,train
2025-08-17,FCU_05,0.15088491,27.9151,32.0549,5.9478,RF,train
2025-08-18,FCU_05,0.15168365,28.0668,31.9032,6.0322,RF,train
2025-08-19,FCU_05,0.149025,28.2158,31.7542,5.9394,RF,train
2025-08-20,FCU_05,0.14876549,28.3646,31.6054,5.8163,RF,train
2025-08-21,FCU_05,0.14799624,28.5126,31.4574,5.6936,RF,train
2025-08-22,FCU_05,0.14786945,28.6604,31.3096,5.8343,RF,train
2025-08-23,FCU_05,0.14515649,28.8056,31.1644,5.759,RF,train
2025-08-24,FCU_05,0.14535908,28.951,31.019,5.6982,RF,train
